都道府県番号,都道府県枝番,予選地区名,年度,校数,優勝校,優勝校公立・実業・私立区別,準優勝校,準優勝校公立・実業・私立区別,準優勝校2,準優勝校2公立・実業・私立区別,準優勝校3,準優勝校3公立・実業・私立区別,備考,選手権出場校,注
15,0,新潟,1993年,107,新潟明訓,私,日本文理,私,,,,,,,
15,0,新潟,1994年,108,中越,私,高田工,公・実,,,,,,,
15,0,新潟,1995年,107,六日町,公,新発田農,公・実,,,,,,,
15,0,新潟,1996年,108,中越,私,新潟江南,公,,,,,,,
15,0,新潟,1997年,108,日本文理,私,中越,私,,,,,,,
15,0,新潟,1998年,105,新発田農,公・実,新発田中央,私,,,,,,,
15,0,新潟,1999年,107,新潟明訓,私,新潟工,公・実,,,,,,,
15,0,新潟,2000年,107,新発田農,公・実,新潟明訓,私,,,,,,,
15,0,新潟,2001年,107,十日町,公,日本文理,私,,,,,,,
15,0,新潟,2002年,103,日本文理,私,柏崎工,公・実,,,,,,,
15,0,新潟,2003年,102,中越,私,日本文理,私,,,,,,,
15,0,新潟,2004年,99,日本文理,私,巻,公,,,,,,,
15,0,新潟,2005年,98,新潟明訓,私,中越,私,,,,,,,
15,0,新潟,2006年,97,日本文理,私,新潟明訓,私,,,,,,,
15,0,新潟,2007年,96,新潟明訓,私,日本文理,私,,,,,,,
15,0,新潟,2008年,95,新潟県央工,公・実,佐渡,公,,,,,,,
15,0,新潟,2009年,95,日本文理,私,中越,私,,,,,,,
15,0,新潟,2010年,95,新潟明訓,私,日本文理,私,,,,,,,
15,0,新潟,2011年,92,日本文理,私,新潟明訓,私,,,,,,,
15,0,新潟,2012年,89,新潟明訓,私,中越,私,,,,,,,
15,0,新潟,2013年,88,日本文理,私,村上桜ヶ丘,公,,,,,,,
15,0,新潟,2014年,88,日本文理,私,関根学園,私,,,,,,,
15,0,新潟,2015年,86,中越,私,日本文理,私,,,,,,,
15,0,新潟,2016年,86,中越,私,新潟明訓,私,,,,,,,
15,0,新潟,2017年,84,日本文理,私,中越,私,,,,,,,
15,0,新潟,2018年,82,中越,私,新発田,公,,,,,,,
15,0,新潟,2019年,77,日本文理,私,東京学館新潟,私,,,,,,,
15,0,新潟,2020年,73,中越,私,日本文理,私,,,,,独自大会,,
15,0,新潟,2021年,74,日本文理,私,新潟産大付,私,,,,,,,
16,0,長野,1948年,36,松本市立（→松本美須々ヶ丘）,公,穂高農（→穂高）,公・実,,,,,信越２,穂高農,
16,0,長野,1949年,46,松本市立,公,長野北（→長野）,公,,,,,信越２,松本市立,
16,0,長野,1950年,54,松商学園,私,松本市立,公,,,,,信越４,松商学園,
16,0,長野,1951年,55,松商学園,私,辰野,公,,,,,信越４,松商学園,
16,0,長野,1952年,55,松商学園,私,長野商,公・実,,,,,△信越２,松商学園,
16,0,長野,1953年,56,松商学園,私,松本市立,公,,,,,信越４,松商学園,
16,0,長野,1954年,54,松商学園,私,丸子実（→丸子修学館）,公・実,,,,,信越４,松商学園,
16,0,長野,1955年,53,上田松尾（→上田）,公,丸子実,公・実,,,,,信越４,伊那北　*1,＊1 県大会は準決勝で敗退
16,0,長野,1956年,53,穂高（→穂高商）,公,伊那北,公,,,,,信越４,伊那北,
16,0,長野,1957年,53,松商学園,私,松本県ヶ丘,公,,,,,信越４,上田松尾　*2,＊2 県大会は準決勝で敗退
16,0,長野,1958年,53,松商学園,私,飯田,公,,,,,なし,松商学園,
16,0,長野,1959年,53,松商学園,私,桔梗ヶ原（→塩尻志学館）,公,,,,,以降１県１代表制,,
16,0,長野,1960年,56,赤穂,公,長野,公,,,,,,,
16,0,長野,1961年,58,伊那北,公,須坂商（→須坂創成）,公・実,,,,,,,
16,0,長野,1962年,59,長野,公,丸子実,公・実,,,,,,,
16,0,長野,1963年,62,松商学園,私,長野,公,,,,,,,
16,0,長野,1964年,64,松商学園,私,小諸商,公・実,,,,,,,
16,0,長野,1965年,65,丸子実,公・実,臼田（→佐久平総合技術）,公,,,,,,,
16,0,長野,1966年,66,塚原（→塚原青雲）,私,塚原天竜（→松川）　*3,私,,,,,,,＊3 1985年組合立となり、87年長野県に移管
16,0,長野,1967年,66,松商学園,私,塚原天竜,私,,,,,,,
16,0,長野,1968年,66,岡谷工,公・実,長野,公,,,,,,,
16,0,長野,1969年,66,松商学園,私,須坂商,公・実,,,,,,,
16,0,長野,1970年,66,須坂園芸（→須坂創成）,公・実,岡谷南,公,,,,,,,
16,0,長野,1971年,65,須坂商,公・実,長野吉田,公,,,,,,,
16,0,長野,1972年,64,丸子実,公・実,松商学園,私,,,,,,,
16,0,長野,1973年,65,丸子実,公・実,松商学園,私,,,,,,,
16,0,長野,1974年,64,野沢北,公,丸子実,公・実,,,,,,,
16,0,長野,1975年,65,松商学園,私,丸子実,公・実,,,,,,,
16,0,長野,1976年,68,松商学園,私,松代,公,,,,,,,
16,0,長野,1977年,70,松商学園,私,丸子実,公・実,,,,,,,
16,0,長野,1978年,68,松商学園,私,南安曇農,公・実,,,,,,,
16,0,長野,1979年,73,松商学園,私,松代,公,,,,,,,
16,0,長野,1980年,72,松商学園,私,東海大三（→東海大諏訪）,私,,,,,,,
16,0,長野,1981年,76,岡谷工,公・実,上田,公,,,,,,,
16,0,長野,1982年,77,丸子実,公・実,信州工（→東京都市大塩尻）,私,,,,,,,
16,0,長野,1983年,79,長野商,公・実,飯田,公,,,,,,,
16,0,長野,1984年,84,篠ノ井,公,丸子実,公・実,,,,,,,
16,0,長野,1985年,88,丸子実,公・実,松代,公,,,,,,,
16,0,長野,1986年,90,松商学園,私,長野商,公・実,,,,,,,
16,0,長野,1987年,92,上田,公,丸子実,公・実,,,,,,,
16,0,長野,1988年,95,上田東,公,佐久（→佐久長聖）,私,,,,,,,
16,0,長野,1989年,95,丸子実,公・実,岡谷南,公,,,,,,,
16,0,長野,1990年,96,丸子実,公・実,信州工,私,,,,,,,
16,0,長野,1991年,96,松商学園,私,佐久,私,,,,,,,
16,0,長野,1992年,96,松商学園,私,佐久,私,,,,,,,
16,0,長野,1993年,96,松商学園,私,岩村田,公,,,,,,,
16,0,長野,1994年,96,佐久,私,松商学園,私,,,,,,,
16,0,長野,1995年,95,佐久長聖,私,松商学園,私,,,,,,,
16,0,長野,1996年,98,東海大三,私,諏訪清陵,公,,,,,,,
16,0,長野,1997年,98,松商学園,私,上田西,私,,,,,,,
16,0,長野,1998年,98,佐久長聖,私,東海大三,私,,,,,,,
16,0,長野,1999年,98,松商学園,私,東海大三,私,,,,,,,
16,0,長野,2000年,98,松商学園,私,長野商,公・実,,,,,,,
16,0,長野,2001年,98,塚原青雲（→松本国際）　*4,私,佐久長聖,私,,,,,,,＊4 2007年「創造学園大付」として選抜大会出場
16,0,長野,2002年,98,佐久長聖,私,丸子実,公・実,,,,,,,
16,0,長野,2003年,97,長野工,公・実,上田西,私,,,,,,,
16,0,長野,2004年,98,塚原青雲,私,諏訪清陵,公,,,,,,,
16,0,長野,2005年,99,松商学園,私,佐久長聖,私,,,,,,,
16,0,長野,2006年,98,松代,公,佐久長聖,私,,,,,,,
16,0,長野,2007年,96,松商学園,私,長野,公,,,,,,,
16,0,長野,2008年,94,松商学園,私,佐久長聖,私,,,,,,,
16,0,長野,2009年,94,長野日大,私,松本第一,私,,,,,,,
16,0,長野,2010年,93,松本工,公・実,松商学園,私,,,,,,,
16,0,長野,2011年,94,東京都市大塩尻,私,松商学園,私,,,,,,,
16,0,長野,2012年,92,佐久長聖,私,松本第一,私,,,,,,,
16,0,長野,2013年,89,上田西,私,佐久長聖,私,,,,,,,
16,0,長野,2014年,87,佐久長聖,私,長野商,公・実,,,,,,,
16,0,長野,2015年,86,上田西,私,佐久長聖,私,,,,,,,
16,0,長野,2016年,84,佐久長聖,私,松商学園,私,,,,,,,
16,0,長野,2017年,85,松商学園,私,佐久長聖,私,,,,,,,
16,0,長野,2018年,85,佐久長聖,私,上田西,私,,,,,,,
16,0,長野,2019年,84,飯山,公,伊那弥生ヶ丘,公,,,,,,,
16,0,長野,2020年,78,佐久長聖,私,飯山,公,,,,,独自大会,,
16,0,長野,2021年,77,松商学園,私,長野日大,私,,,,,,,
17,0,山梨,1948年,12,谷村工商（→都留興譲館）,公・実,日川,公,,,,,山静２,×,
17,0,山梨,1949年,14,日川,公,甲府一,公,,,,,山静２,×,
17,0,山梨,1950年,14,日川,公,甲府工,公・実,,,,,山静２,×,
17,0,山梨,1951年,15,甲府一,公,都留,公,,,,,山静２,×,
17,0,山梨,1952年,16,甲府商,公・実,都留,公,,,,,山静２,都留,
17,0,山梨,1953年,15,都留,公,甲府工,公・実,,,,,山静２,×,
17,0,山梨,1954年,15,甲府一,公,甲府商,公・実,,,,,山静２,×,
17,0,山梨,1955年,15,甲府一,公,甲府商,公・実,,,,,山静２,×,
17,0,山梨,1956年,16,甲府一,公,甲府商,公・実,,,,,山静２,×,
17,0,山梨,1957年,19,甲府工,公・実,巨摩,公,,,,,山静２,×,
17,0,山梨,1958年,20,甲府商,公・実,石和（→笛吹）,公,,,,,なし,甲府商,
17,0,山梨,1959年,22,甲府工,公・実,市川（→青洲）,公,,,,,西関東,×,
17,0,山梨,1960年,23,甲府工,公・実,甲府（→甲府城西）,公,,,,,西関東,×,
17,0,山梨,1961年,23,甲府一,公,甲府工,公・実,,,,,△西関東２,甲府一,
17,0,山梨,1962年,26,甲府工,公・実,甲府商,公・実,,,,,△西関東２,甲府工,
17,0,山梨,1963年,26,甲府商,公・実,機山工（→甲府城西）,公・実,,,,,なし,甲府商,
17,0,山梨,1964年,28,市川,公,甲府商,公・実,,,,,△西関東２,×,
17,0,山梨,1965年,28,甲府商,公・実,吉田,公,,,,,△西関東２,×,
17,0,山梨,1966年,27,甲府工,公・実,甲府商,公・実,,,,,△西関東２,甲府工,
17,0,山梨,1967年,28,市川,公,甲府工,公・実,,,,,△西関東２,×,
17,0,山梨,1968年,28,甲府一,公,吉田,公,,,,,なし,甲府一,
17,0,山梨,1969年,28,機山工,公・実,吉田,公,,,,,△西関東２,×,
17,0,山梨,1970年,27,塩山商（→塩山）,公・実,機山工,公・実,,,,,△西関東２,×,
17,0,山梨,1971年,29,甲府工,公・実,吉田,公,,,,,△西関東２,×,
17,0,山梨,1972年,29,峡南（→青洲）,公・実,吉田,公,,,,,△西関東２,峡南,
17,0,山梨,1973年,29,甲府工,公・実,巨摩,公,,,,,なし,甲府工,
17,0,山梨,1974年,29,塩山商,公・実,機山工,公・実,,,,,△西関東２,×,
17,0,山梨,1975年,30,巨摩,公,機山工,公・実,,,,,△北関東２,巨摩,
17,0,山梨,1976年,32,塩山商,公・実,峡南,公・実,,,,,△北関東２,塩山商,
17,0,山梨,1977年,33,塩山商,公・実,甲府商,公・実,,,,,△北関東２,×,
17,0,山梨,1978年,34,日川,公,塩山商,公・実,,,,,以降1県1代表制,,
17,0,山梨,1979年,34,吉田,公,峡南,公・実,,,,,,,
17,0,山梨,1980年,34,日川,公,甲府西,公,,,,,,,
17,0,山梨,1981年,38,東海大甲府,私,巨摩,公,,,,,,,
17,0,山梨,1982年,38,東海大甲府,私,甲府商,公・実,,,,,,,
17,0,山梨,1983年,39,吉田,公,市川,公,,,,,,,
17,0,山梨,1984年,37,東海大甲府,私,塩山商,公・実,,,,,,,
17,0,山梨,1985年,40,東海大甲府,私,駿台甲府,私,,,,,,,
17,0,山梨,1986年,39,東海大甲府,私,日大明誠,私,,,,,,,
17,0,山梨,1987年,40,東海大甲府,私,甲府工,公・実,,,,,,,
17,0,山梨,1988年,39,東海大甲府,私,山梨学院大付（→山梨学院）,私,,,,,,,
17,0,山梨,1989年,41,吉田,公,駿台甲府,私,,,,,,,
17,0,山梨,1990年,41,甲府工,公・実,東海大甲府,私,,,,,,,
17,0,山梨,1991年,42,市川,公,東海大甲府,私,,,,,,,
17,0,山梨,1992年,42,東海大甲府,私,日川,公,,,,,,,
17,0,山梨,1993年,42,甲府工,公・実,富士学苑,私,,,,,,,
17,0,山梨,1994年,42,市川,公,富士学苑,私,,,,,,,
17,0,山梨,1995年,42,山梨学院大付,私,帝京三,私,,,,,,,
17,0,山梨,1996年,42,山梨学院大付,私,市川,公,,,,,,,
17,0,山梨,1997年,43,甲府工,公・実,市川,公,,,,,,,
17,0,山梨,1998年,42,日本航空,私,甲府工,公・実,,,,,,,
17,0,山梨,1999年,40,甲府工,公・実,東海大甲府,私,,,,,,,
17,0,山梨,2000年,41,山梨学院大付,私,市川,公,,,,,,,
17,0,山梨,2001年,41,日本航空,私,東海大甲府,私,,,,,,,
17,0,山梨,2002年,40,日本航空,私,市川,公,,,,,,,
17,0,山梨,2003年,40,東海大甲府,私,甲府工,公・実,,,,,,,
17,0,山梨,2004年,40,東海大甲府,私,甲府工,公・実,,,,,,,
17,0,山梨,2005年,39,日本航空,私,山梨学院大付,私,,,,,,,
17,0,山梨,2006年,39,甲府工,公・実,東海大甲府,私,,,,,,,
17,0,山梨,2007年,39,甲府商,公・実,甲府工,公・実,,,,,,,
17,0,山梨,2008年,39,日本航空,私,帝京三,私,,,,,,,
17,0,山梨,2009年,39,山梨学院大付,私,甲府工,公・実,,,,,,,
17,0,山梨,2010年,38,日川,公,富士学苑,私,,,,,,,
17,0,山梨,2011年,38,山梨学院大付,私,日本航空,私,,,,,,,
17,0,山梨,2012年,38,東海大甲府,私,甲府工,公・実,,,,,,,
17,0,山梨,2013年,38,日川,公,日本航空,私,,,,,,,
17,0,山梨,2014年,37,東海大甲府,私,日本航空,私,,,,,,,
17,0,山梨,2015年,37,東海大甲府,私,甲府城西,公,,,,,,,
17,0,山梨,2016年,36,山梨学院,私,東海大甲府,私,,,,,,,
17,0,山梨,2017年,36,山梨学院,私,東海大甲府,私,,,,,,,
17,0,山梨,2018年,35,山梨学院,私,帝京三,私,,,,,,,
17,0,山梨,2019年,35,山梨学院,私,東海大甲府,私,,,,,,,
17,0,山梨,2020年,34,東海大甲府,私,山梨学院,私,,,,,独自大会,,
17,0,山梨,2021年,33,日本航空,私,富士学苑,私,,,,,,,
18,0,静岡,1948年,39,沼津一（→沼津東）,公,静岡一（→静岡城内）,公,,,,,山静２,静岡一,
18,0,静岡,1949年,48,静岡城内（→静岡）,公,清水東,公,,,,,山静２,静岡城内,
18,0,静岡,1950年,32,浜松商,公・実,静岡商,公・実,,,,,山静２,浜松商,
18,0,静岡,1951年,56,浜松北,公,静岡城内,公,,,,,山静２,静岡城内,
18,0,静岡,1952年,59,静岡商,公・実,浜松商,公・実,,,,,山静２,×,
18,0,静岡,1953年,60,静岡商,公・実,浜名,公,,,,,山静２,静岡商,
18,0,静岡,1954年,58,静岡商,公・実,沼津東,公,,,,,山静２,静岡商,
18,0,静岡,1955年,59,静岡,公,沼津東,公,,,,,山静２,静岡,
18,0,静岡,1956年,59,静岡,公,静岡商,公・実,,,,,山静２,静岡,
18,0,静岡,1957年,59,掛川西,公,清水東,公,,,,,山静２,清水東,
18,0,静岡,1958年,58,清水東,公,静岡,公,,,,,なし,清水東,
18,0,静岡,1959年,57,静岡商,公・実,静岡市立,公,,,,,以降１県１代表制,,
18,0,静岡,1960年,58,静岡,公,静岡商,公・実,,,,,,,
18,0,静岡,1961年,58,浜松商,公・実,東海大一（→東海大翔洋）,私,,,,,,,
18,0,静岡,1962年,59,静岡市立,公,静岡商,公・実,,,,,,,
18,0,静岡,1963年,64,静岡,公,東海大一,私,,,,,,,
18,0,静岡,1964年,70,掛川西,公,清水工（→科学技術）,公・実,,,,,,,
18,0,静岡,1965年,72,東海大一,私,静岡,公,,,,,,,
18,0,静岡,1966年,73,静岡商,公・実,掛川西,公,,,,,,,
18,0,静岡,1967年,73,浜松商,公・実,清水東,公,,,,,,,
18,0,静岡,1968年,76,静岡商,公・実,浜松北,公,,,,,,,
18,0,静岡,1969年,78,静岡商,公・実,静岡,公,,,,,,,
18,0,静岡,1970年,79,静岡,公,富士宮北,公,,,,,,,
18,0,静岡,1971年,79,静岡学園,私,浜松西,公,,,,,,,
18,0,静岡,1972年,79,東海大工（→東海大翔洋）,私,浜松商,公・実,,,,,,,
18,0,静岡,1973年,80,静岡,公,自動車工（→静岡北）,私,,,,,,,
18,0,静岡,1974年,79,静岡商,公・実,清水市商（→清水桜が丘）,公・実,,,,,,,
18,0,静岡,1975年,80,浜松商,公・実,静岡学園,私,,,,,,,
18,0,静岡,1976年,82,東海大一,私,修善寺工（→伊豆総合）,公・実,,,,,,,
18,0,静岡,1977年,85,掛川西,公,東海大一,私,,,,,,,
18,0,静岡,1978年,88,静岡,公,東海大工,私,,,,,,,
18,0,静岡,1979年,91,富士,公,市沼津,公,,,,,,,
18,0,静岡,1980年,90,浜松商,公・実,浜松西,公,,,,,,,
18,0,静岡,1981年,93,浜松西,公,東海大工,私,,,,,,,
18,0,静岡,1982年,91,静岡,公,富士,公,,,,,,,
18,0,静岡,1983年,95,東海大一,私,静岡,公,,,,,,,
18,0,静岡,1984年,98,浜松商,公・実,東海大一,私,,,,,,,
18,0,静岡,1985年,102,東海大工,私,静清工（→静清）,私,,,,,,,
18,0,静岡,1986年,105,清水市商,公・実,静岡商,公・実,,,,,,,
18,0,静岡,1987年,106,静岡,公,島田,公,,,,,,,
18,0,静岡,1988年,106,浜松商,公・実,富士宮西,公,,,,,,,
18,0,静岡,1989年,107,日大三島,私,長泉（→三島長陵）,公,,,,,,,
18,0,静岡,1990年,106,浜松商,公・実,御殿場西,私,,,,,,,
18,0,静岡,1991年,107,市立沼津,公,東海大工,私,,,,,,,
18,0,静岡,1992年,108,桐陽,私,静清工,私,,,,,,,
18,0,静岡,1993年,108,掛川西,公,静岡商,公・実,,,,,,,
18,0,静岡,1994年,108,浜松工,公・実,静岡,公,,,,,,,
18,0,静岡,1995年,109,韮山,公,興誠（→浜松学院）,私,,,,,,,
18,0,静岡,1996年,110,常葉菊川（→常葉大菊川）,私,掛川西,公,,,,,,,
18,0,静岡,1997年,110,浜松工,公・実,興誠,私,,,,,,,
18,0,静岡,1998年,113,掛川西,公,浜松工,公・実,,,,,,,
18,0,静岡,1999年,113,静岡,公,常葉橘（→常葉大橘）,私,,,,,,,
18,0,静岡,2000年,114,浜松商,公・実,常葉菊川,私,,,,,,,
18,0,静岡,2001年,114,静岡市立,公,東海大翔洋（→東海大静岡翔洋）,私,,,,,,,
18,0,静岡,2002年,114,興誠,私,浜松商,公・実,,,,,,,
18,0,静岡,2003年,116,静岡,公,浜名,公,,,,,,,
18,0,静岡,2004年,118,東海大翔洋,私,静岡商,公・実,,,,,,,
18,0,静岡,2005年,119,静清工,私,富士宮北,公,,,,,,,
18,0,静岡,2006年,119,静岡商,公・実,浜名,公,,,,,,,
18,0,静岡,2007年,120,常葉菊川,私,静岡商,公・実,,,,,,,
18,0,静岡,2008年,119,常葉菊川,私,静岡,公,,,,,,,
18,0,静岡,2009年,119,常葉橘,私,浜名,公,,,,,,,
18,0,静岡,2010年,118,常葉橘,私,常葉菊川,私,,,,,,,
18,0,静岡,2011年,118,静岡,公,磐田東,私,,,,,,,
18,0,静岡,2012年,119,常葉橘,私,静岡商,公・実,,,,,,,
18,0,静岡,2013年,117,常葉菊川,私,菊川南陵（→休校）,私,,,,,,,
18,0,静岡,2014年,113,静岡,公,掛川西,公,,,,,,,
18,0,静岡,2015年,112,静岡,公,飛龍,私,,,,,,,
18,0,静岡,2016年,112,常葉菊川,私,袋井,公,,,,,,,
18,0,静岡,2017年,112,藤枝明誠,私,日大三島,私,,,,,,,
18,0,静岡,2018年,111,常葉大菊川,私,島田商,公・実,,,,,,,
18,0,静岡,2019年,111,静岡,公,駿河総合,公,,,,,,,
18,0,静岡,2020年,108,聖隷クリストファー,私,浜松開誠館,私,,,,,独自大会　7回制,,
18,0,静岡,2021年,108,静岡,公,東海大静岡翔洋,私,,,,,,,
19,0,愛知,1948年,59,享栄商（→享栄）,私,豊橋（→豊橋時習館・豊橋商）,公,,,,,１県１代表制,,
19,0,愛知,1949年,58,瑞陵（→瑞陵・愛知商）,公,犬山,公,,,,,,,
19,0,愛知,1950年,59,瑞陵,公,一宮（→一宮・一宮商）,公,,,,,,,
19,0,愛知,1951年,63,豊橋商,公・実,愛知,私,,,,,,,
19,0,愛知,1952年,63,愛知,私,豊橋時習館（→時習館）,公,,,,,,,
19,0,愛知,1953年,64,中京商（→中京）,私,豊橋商,公・実,,,,,,,
19,0,愛知,1954年,65,中京商,私,瑞陵,公,,,,,,,
19,0,愛知,1955年,66,中京商,私,東邦,私,,,,,,,
19,0,愛知,1956年,69,中京商,私,時習館,公,,,,,,,
19,0,愛知,1957年,70,津島商工（→津島北）,公・実,中京商,私,,,,,,,
19,0,愛知,1958年,69,中京商,私,愛知,私,,,,,,,
19,0,愛知,1959年,72,中京商,私,一宮商,公・実,,,,,,,
19,0,愛知,1960年,72,享栄商,私,豊橋工,公・実,,,,,,,
19,0,愛知,1961年,73,中京商,私,享栄商,私,,,,,,,
19,0,愛知,1962年,73,中京商,私,豊田西,公,,,,,,,
19,0,愛知,1963年,77,中京商,私,一宮商,公・実,,,,,,,
19,0,愛知,1964年,81,大府,公,名古屋電工（→名古屋電気）,私,,,,,,,
19,0,愛知,1965年,83,東邦,私,津島商工,公・実,,,,,,,
19,0,愛知,1966年,83,中京商,私,東邦,私,,,,,,,
