都道府県番号,都道府県枝番,予選地区名,年度,校数,優勝校,優勝校公立・実業・私立区別,準優勝校,準優勝校公立・実業・私立区別,準優勝校2,準優勝校2公立・実業・私立区別,準優勝校3,準優勝校3公立・実業・私立区別,備考,選手権出場校,注
21,0,三重,1991年,67,四日市工,公・実,三重,私,,,,,,,
21,0,三重,1992年,67,三重,私,宇治山田,公,,,,,,,
21,0,三重,1993年,68,海星,私,三重,私,,,,,,,
21,0,三重,1994年,69,海星,私,宇治山田商,公・実,,,,,,,
21,0,三重,1995年,68,三重,私,四日市工,公・実,,,,,,,
21,0,三重,1996年,68,海星,私,明野,公・実,,,,,,,
21,0,三重,1997年,68,桑名西,公,鈴鹿,私,,,,,,,
21,0,三重,1998年,68,海星,私,三重,私,,,,,,,
21,0,三重,1999年,67,四日市工,公・実,海星,私,,,,,,,
21,0,三重,2000年,68,日生二（→青山）,私,海星,私,,,,,,,
21,0,三重,2001年,68,四日市工,公・実,三重,私,,,,,,,
21,0,三重,2002年,68,久居農林,公・実,海星,私,,,,,,,
21,0,三重,2003年,68,宇治山田商,公・実,四日市工,公・実,,,,,,,
21,0,三重,2004年,70,鈴鹿,私,宇治山田商,公・実,,,,,,,
21,0,三重,2005年,69,菰野,公,桑名西,公,,,,,,,
21,0,三重,2006年,67,三重,私,松阪工,公・実,,,,,,,
21,0,三重,2007年,67,宇治山田商,公・実,菰野,公,,,,,,,
21,0,三重,2008年,66,菰野,公,宇治山田商,公・実,,,,,,,
21,0,三重,2009年,65,三重,私,海星,私,,,,,,,
21,0,三重,2010年,66,いなべ総合,公,白子,公,,,,,,,
21,0,三重,2011年,65,伊勢工,公・実,津西,公,,,,,,,
21,0,三重,2012年,63,松阪,公,いなべ総合,公,,,,,,,
21,0,三重,2013年,64,三重,私,菰野,公,,,,,,,
21,0,三重,2014年,62,三重,私,菰野,公,,,,,,,
21,0,三重,2015年,63,津商,公・実,いなべ総合,公,,,,,,,
21,0,三重,2016年,63,いなべ総合,公,津田学園,私,,,,,,,
21,0,三重,2017年,63,津田学園,私,三重,私,,,,,,,
21,0,三重,2018年,61,白山,公,松阪商,公・実,,,,,,,
21,0,三重,2019年,62,津田学園,私,海星,私,,,,,,,
21,0,三重,2020年,60,いなべ総合,公,四日市工,公・実,,,,,独自大会,,
21,0,三重,2021年,64,三重,私,津田学園,私,,,,,,,
22,0,富山,1948年,20,高岡商（→高岡西部）,公・実,射水（→高岡東部）,公,,,,,北陸２,×,
22,0,富山,1949年,23,高岡東部（→新湊）,公,石動,公,,,,,北陸２,×,
22,0,富山,1950年,27,高岡工芸,公・実,高岡東部,公,,,,,北陸４,×,
22,0,富山,1951年,27,高岡西部（→高岡商・高岡西）,公,富山中部,公,,,,,北陸２,×,
22,0,富山,1952年,28,新湊,公,高岡西部,公,,,,,北陸２,×,
22,0,富山,1953年,27,魚津（→魚津・魚津工）,公,高岡西部,公,,,,,北陸２,×,
22,0,富山,1954年,26,滑川,公,高岡西部,公,,,,,北陸２,×,
22,0,富山,1955年,26,魚津,公,富山,公,,,,,北陸４,×,
22,0,富山,1956年,25,魚津,公,滑川,公,,,,,北陸２,滑川,
22,0,富山,1957年,25,高岡商,公・実,高岡,公,,,,,北陸２,×,
22,0,富山,1958年,23,魚津,公,滑川,公,,,,,なし,魚津,
22,0,富山,1959年,26,魚津,公,氷見,公,,,,,北越,魚津,
22,0,富山,1960年,27,高岡商,公・実,上市,公,,,,,△北越２,高岡商,
22,0,富山,1961年,27,上市,公,高岡商,公・実,,,,,△北越２,×,
22,0,富山,1962年,29,高岡商,公・実,滑川,公,,,,,△北越２,高岡商,
22,0,富山,1963年,30,富山商,公・実,新湊,公,,,,,なし,富山商,
22,0,富山,1964年,31,富山商,公・実,高岡商,公・実,,,,,△北越２,富山商,
22,0,富山,1965年,31,氷見,公,滑川,公,,,,,△北越２,氷見,
22,0,富山,1966年,32,富山商,公・実,富山北部,公・実,,,,,△北越２,×,
22,0,富山,1967年,33,富山商,公・実,新湊,公,,,,,△北越２,富山商,
22,0,富山,1968年,33,高岡商,公・実,富山北部,公・実,,,,,なし,高岡商,
22,0,富山,1969年,35,富山北部,公・実,高岡商,公・実,,,,,△北越２,富山北部,
22,0,富山,1970年,35,富山商,公・実,滑川,公,,,,,△北越２,×,
22,0,富山,1971年,36,高岡商,公・実,氷見,公,,,,,△北越２,高岡商,
22,0,富山,1972年,36,新湊,公,高岡第一,私,,,,,△北越２,×,
22,0,富山,1973年,37,富山商,公・実,高岡商,公・実,,,,,なし,富山商,
22,0,富山,1974年,39,高岡商,公・実,富山商,公・実,,,,,△北陸２,高岡商,
22,0,富山,1975年,41,高岡商,公・実,富山商,公・実,,,,,△北陸２,×,
22,0,富山,1976年,41,桜井,公,新湊,公,,,,,△北陸２,×,
22,0,富山,1977年,41,新湊,公,高岡第一,私,,,,,△北陸２,×,
22,0,富山,1978年,41,石動,公,氷見,公,,,,,以降１県１代表制,,
22,0,富山,1979年,41,桜井,公,高岡商,公・実,,,,,,,
22,0,富山,1980年,41,新湊,公,富山商,公・実,,,,,,,
22,0,富山,1981年,41,高岡第一,私,富山商,公・実,,,,,,,
22,0,富山,1982年,42,高岡商,公・実,富山商,公・実,,,,,,,
22,0,富山,1983年,42,桜井,公,滑川,公,,,,,,,
22,0,富山,1984年,45,高岡商,公・実,不二越工,私,,,,,,,
22,0,富山,1985年,46,高岡商,公・実,富山商,公・実,,,,,,,
22,0,富山,1986年,47,新湊,公,高岡南,公,,,,,,,
22,0,富山,1987年,48,高岡商,公・実,富山商,公・実,,,,,,,
22,0,富山,1988年,48,富山商,公・実,高岡商,公・実,,,,,,,
22,0,富山,1989年,49,富山商,公・実,不二越工,私,,,,,,,
22,0,富山,1990年,49,桜井,公,高岡第一,私,,,,,,,
22,0,富山,1991年,49,富山商,公・実,不二越工,私,,,,,,,
22,0,富山,1992年,49,高岡商,公・実,新湊,公,,,,,,,
22,0,富山,1993年,49,不二越工,私,高岡商,公・実,,,,,,,
22,0,富山,1994年,48,富山商,公・実,高岡向陵,私,,,,,,,
22,0,富山,1995年,48,高岡商,公・実,富山商,公・実,,,,,,,
22,0,富山,1996年,48,富山商,公・実,高岡向陵,私,,,,,,,
22,0,富山,1997年,47,新湊,公,富山商,公・実,,,,,,,
22,0,富山,1998年,49,富山商,公・実,氷見,公,,,,,,,
22,0,富山,1999年,49,新湊,公,高岡第一,私,,,,,,,
22,0,富山,2000年,48,富山商,公・実,高岡商,公・実,,,,,,,
22,0,富山,2001年,50,滑川,公,高岡第一,私,,,,,,,
22,0,富山,2002年,50,富山商,公・実,氷見,公,,,,,,,
22,0,富山,2003年,50,富山商,公・実,富山第一,私,,,,,,,
22,0,富山,2004年,50,富山商,公・実,高岡商,公・実,,,,,,,
22,0,富山,2005年,52,高岡商,公・実,高岡第一,私,,,,,,,
22,0,富山,2006年,51,福岡,公,砺波工,公・実,,,,,,,
22,0,富山,2007年,51,桜井,公,富山商,公・実,,,,,,,
22,0,富山,2008年,51,高岡商,公・実,新湊,公,,,,,,,
22,0,富山,2009年,52,南砺総合福野（→南砺福野）,公,高岡商,公・実,,,,,,,
22,0,富山,2010年,51,砺波工,公・実,富山第一,私,,,,,,,
22,0,富山,2011年,49,新湊,公,富山国際大付,私,,,,,,,
22,0,富山,2012年,48,富山工,公・実,富山商,公・実,,,,,,,
22,0,富山,2013年,48,富山第一,私,桜井,公,,,,,,,
22,0,富山,2014年,48,富山商,公・実,高岡商,公・実,,,,,,,
22,0,富山,2015年,47,高岡商,公・実,富山東,公,,,,,,,
22,0,富山,2016年,47,富山第一,私,富山商,公・実,,,,,,,
22,0,富山,2017年,47,高岡商,公・実,高朋,私,,,,,,,
22,0,富山,2018年,48,高岡商,公・実,富山第一,私,,,,,,,
22,0,富山,2019年,48,高岡商,公・実,富山第一,私,,,,,,,
22,0,富山,2020年,46,高岡第一,私,石動,公,,,,,独自大会,,
22,0,富山,2021年,43,高岡商,公・実,高岡第一,私,,,,,,,
23,0,石川,1948年,12,金沢一（→金沢泉丘）,公,小松（→小松・小松実）,公,,,,,北陸２,金沢一,
23,0,石川,1949年,13,金沢桜丘,公,金沢,私,,,,,北陸４,×,
23,0,石川,1950年,15,金沢桜丘,公,羽咋,公,,,,,北陸２,×,
23,0,石川,1951年,16,金沢泉丘,公,金沢市工,公・実,,,,,北陸４,×,
23,0,石川,1952年,17,金沢桜丘,公,金沢泉丘,公,,,,,北陸２,×,
23,0,石川,1953年,18,金沢桜丘,公,金沢市工,公・実,,,,,北陸４,金沢泉丘　*1,＊1 県大会は準決勝で敗退
23,0,石川,1954年,19,小松実（→小松工・小松商）,公・実,金沢桜丘,公,,,,,北陸２,×,
23,0,石川,1955年,19,金沢桜丘,公,金沢泉丘,公,,,,,北陸２,×,
23,0,石川,1956年,21,大聖寺,公,金沢泉丘,公,,,,,北陸４,×,
23,0,石川,1957年,19,金沢桜丘,公,金沢市工,公・実,,,,,北陸２,×,
23,0,石川,1958年,19,金沢桜丘,公,金沢二水,公,,,,,なし,金沢桜丘,
23,0,石川,1959年,21,金沢泉丘,公,小松実,公・実,,,,,北陸,×,
23,0,石川,1960年,21,金沢市工,公・実,津幡,公,,,,,△北陸２,金沢市工,
23,0,石川,1961年,21,金沢,私,金沢市工,公・実,,,,,△北陸２,×,
23,0,石川,1962年,23,金沢,私,金沢泉丘,公,,,,,△北陸２,金沢,
23,0,石川,1963年,26,金沢泉丘,公,金沢,私,,,,,なし,金沢泉丘,
23,0,石川,1964年,32,小松実,公・実,金沢桜丘,公,,,,,△北陸２,小松実,
23,0,石川,1965年,33,金沢,私,津幡,公,,,,,△北陸２,×,
23,0,石川,1966年,33,金沢商,公・実,金沢,私,,,,,△北陸２,金沢商,
23,0,石川,1967年,36,小松工,公・実,羽咋,公,,,,,△北陸２,×,
23,0,石川,1968年,37,金沢桜丘,公,石川県工,公・実,,,,,なし,金沢桜丘,
23,0,石川,1969年,37,金沢,私,金沢桜丘,公,,,,,△北陸２,×,
23,0,石川,1970年,36,金沢桜丘,公,星稜,私,,,,,△北陸２,金沢桜丘,
23,0,石川,1971年,38,星稜,私,鶴来,公,,,,,△北陸２,×,
23,0,石川,1972年,40,星稜,私,金沢市工,公・実,,,,,△北陸２,星稜,
23,0,石川,1973年,39,金沢市工,公・実,羽咋工,公・実,,,,,なし,金沢市工,
23,0,石川,1974年,40,金沢市工,公・実,小松工,公・実,,,,,△北陸２,×,
23,0,石川,1975年,41,金沢桜丘,公,星稜,私,,,,,△北陸２,金沢桜丘,
23,0,石川,1976年,42,星稜,私,小松,公,,,,,△北陸２,星稜,
23,0,石川,1977年,45,星稜,私,金沢,私,,,,,△北陸２,星稜,
23,0,石川,1978年,46,金沢,私,星稜,私,,,,,以降１県１代表制,,
23,0,石川,1979年,48,星稜,私,輪島,公,,,,,,,
23,0,石川,1980年,49,金沢,私,星稜,私,,,,,,,
23,0,石川,1981年,50,星稜,私,石川県工,公・実,,,,,,,
23,0,石川,1982年,50,星稜,私,金沢,私,,,,,,,
23,0,石川,1983年,51,小松明峰,公,星稜,私,,,,,,,
23,0,石川,1984年,52,星稜,私,金沢桜丘,公,,,,,,,
23,0,石川,1985年,52,北陸大谷（→小松大谷）,私,星稜,私,,,,,,,
23,0,石川,1986年,52,小松,公,石川県工,公・実,,,,,,,
23,0,石川,1987年,54,金沢,私,星稜,私,,,,,,,
23,0,石川,1988年,54,金沢,私,津幡,公,,,,,,,
23,0,石川,1989年,54,星稜,私,金沢,私,,,,,,,
23,0,石川,1990年,54,星稜,私,金沢,私,,,,,,,
23,0,石川,1991年,54,星稜,私,北陸大谷,私,,,,,,,
23,0,石川,1992年,54,星稜,私,金沢市工,公・実,,,,,,,
23,0,石川,1993年,54,金沢,私,輪島,公,,,,,,,
23,0,石川,1994年,53,星稜,私,金沢,私,,,,,,,
23,0,石川,1995年,54,星稜,私,金沢,私,,,,,,,
23,0,石川,1996年,54,金沢,私,七尾工（→七尾東雲）,公・実,,,,,,,
23,0,石川,1997年,55,金沢,私,小松,公,,,,,,,
23,0,石川,1998年,55,星稜,私,尾山台（→金沢龍谷）,私,,,,,,,
23,0,石川,1999年,55,小松,公,金沢辰巳丘,公,,,,,,,
23,0,石川,2000年,56,小松工,公・実,金沢市工,公・実,,,,,,,
23,0,石川,2001年,56,金沢,私,星稜,私,,,,,,,
23,0,石川,2002年,54,遊学館,私,金沢,私,,,,,,,
23,0,石川,2003年,54,金沢,私,遊学館,私,,,,,,,
23,0,石川,2004年,54,遊学館,私,金沢,私,,,,,,,
23,0,石川,2005年,53,遊学館,私,金沢,私,,,,,,,
23,0,石川,2006年,52,金沢,私,遊学館,私,,,,,,,
23,0,石川,2007年,53,星稜,私,野々市明倫,公,,,,,,,
23,0,石川,2008年,54,金沢,私,遊学館,私,,,,,,,
23,0,石川,2009年,50,日本航空石川,私,小松工,公・実,,,,,,,
23,0,石川,2010年,50,遊学館,私,尾山台,私,,,,,,,
23,0,石川,2011年,50,金沢,私,遊学館,私,,,,,,,
23,0,石川,2012年,50,遊学館,私,星稜,私,,,,,,,
23,0,石川,2013年,50,星稜,私,遊学館,私,,,,,,,
23,0,石川,2014年,49,星稜,私,小松大谷,私,,,,,,,
23,0,石川,2015年,50,遊学館,私,金沢,私,,,,,,,
23,0,石川,2016年,50,星稜,私,日本航空石川,私,,,,,,,
23,0,石川,2017年,49,日本航空石川,私,遊学館,私,,,,,,,
23,0,石川,2018年,46,星稜,私,金沢学院,私,,,,,,,
23,0,石川,2019年,44,星稜,私,小松大谷,私,,,,,,,
23,0,石川,2020年,43,日本航空石川,私,星稜,私,,,,,独自大会,,
23,0,石川,2021年,45,小松大谷,私,金沢,私,,,,,,,
24,0,福井,1948年,8,敦賀,公,武生,公,,,,,北陸４,×,
24,0,福井,1949年,13,武生,公,若狭（→若狭・若狭東）,公,,,,,北陸２,武生,
24,0,福井,1950年,14,武生,公,若狭,公,,,,,北陸２,若狭,
24,0,福井,1951年,14,敦賀,公,勝山精華（→奥越明成）　,私,,,,,北陸２,敦賀,
24,0,福井,1952年,14,勝山精華,私,敦賀,公,,,,,北陸４,敦賀,
24,0,福井,1953年,15,若狭,公,敦賀,公,,,,,北陸２,×,
24,0,福井,1954年,15,勝山精華　*1,私,敦賀,公,,,,,北陸４,武生　*2,＊1 1954年７月福井県に移管、この時点の在校生は基本的に全て私立時代に入学していることを考慮し、私立として分類。　＊2 県大会は準決勝で敗退
24,0,福井,1955年,15,若狭,公,武生,公,,,,,北陸２,若狭,
24,0,福井,1956年,15,若狭,公,武生,公,,,,,北陸２,×,
24,0,福井,1957年,16,敦賀,公,若狭,公,,,,,北陸４,三国　*3,＊3 県大会は準決勝で敗退
24,0,福井,1958年,16,敦賀,公,若狭,公,,,,,なし,敦賀,
24,0,福井,1959年,16,若狭,公,武生,公,,,,,北陸,若狭,
24,0,福井,1960年,17,武生,公,敦賀,公,,,,,△北陸２,×,
24,0,福井,1961年,17,武生,公,若狭,公,,,,,△北陸２,武生,
24,0,福井,1962年,18,武生,公,福井実（→福井）,私,,,,,△北陸２,×,
24,0,福井,1963年,19,若狭,公,敦賀,公,,,,,なし,若狭,
24,0,福井,1964年,19,北陸,私,若狭,公,,,,,△北陸２,×,
24,0,福井,1965年,20,武生,公,北陸,私,,,,,△北陸２,武生,
24,0,福井,1966年,21,羽水,公,敦賀工,公・実,,,,,△北陸２,×,
24,0,福井,1967年,21,若狭,公,北陸,私,,,,,△北陸２,若狭,
24,0,福井,1968年,22,若狭,公,北陸,私,,,,,なし,若狭,
24,0,福井,1969年,24,若狭,公,三国,公,,,,,△北陸２,若狭,
24,0,福井,1970年,25,高志,公,若狭,公,,,,,△北陸２,×,
24,0,福井,1971年,25,美方,公,福井商,公・実,,,,,△北陸２,美方,
24,0,福井,1972年,25,福井商,公・実,北陸,私,,,,,△北陸２,×,
24,0,福井,1973年,25,福井商,公・実,三国,公,,,,,なし,福井商,
24,0,福井,1974年,25,三国,公,福井商,公・実,,,,,△福滋２,三国,
24,0,福井,1975年,24,三国,公,福井商,公・実,,,,,△福滋２,三国,
24,0,福井,1976年,24,福井（→福井工大福井）,私,福井商,公・実,,,,,福滋,福井,
24,0,福井,1977年,25,福井商,公・実,敦賀,公,,,,,福滋,福井商,
24,0,福井,1978年,25,福井商,公・実,敦賀,公,,,,,以降１県１代表制,,
24,0,福井,1979年,25,敦賀,公,福井,私,,,,,,,
24,0,福井,1980年,23,敦賀,公,若狭,公,,,,,,,
24,0,福井,1981年,25,福井商,公・実,若狭,公,,,,,,,
24,0,福井,1982年,26,福井,私,福井商,公・実,,,,,,,
24,0,福井,1983年,26,北陸,私,足羽,公,,,,,,,
24,0,福井,1984年,27,福井商,公・実,若狭,公,,,,,,,
24,0,福井,1985年,28,福井,私,福井商,公・実,,,,,,,
24,0,福井,1986年,28,福井商,公・実,若狭,公,,,,,,,
24,0,福井,1987年,29,福井商,公・実,鯖江,公,,,,,,,
24,0,福井,1988年,30,福井商,公・実,北陸,私,,,,,,,
24,0,福井,1989年,30,福井商,公・実,北陸,私,,,,,,,
24,0,福井,1990年,29,大野,公,福井商,公・実,,,,,,,
24,0,福井,1991年,30,福井,私,福井商,公・実,,,,,,,
24,0,福井,1992年,30,北陸,私,福井商,公・実,,,,,,,
24,0,福井,1993年,30,福井商,公・実,福井,私,,,,,,,
24,0,福井,1994年,30,敦賀気比,私,福井商,公・実,,,,,,,
24,0,福井,1995年,30,敦賀気比,私,福井商,公・実,,,,,,,
24,0,福井,1996年,30,福井商,公・実,福井,私,,,,,,,
24,0,福井,1997年,29,敦賀気比,私,福井商,公・実,,,,,,,
24,0,福井,1998年,29,敦賀気比,私,福井商,公・実,,,,,,,
24,0,福井,1999年,29,敦賀,公,福井商,公・実,,,,,,,
24,0,福井,2000年,29,福井商,公・実,敦賀気比,私,,,,,,,
24,0,福井,2001年,29,福井商,公・実,敦賀気比,私,,,,,,,
24,0,福井,2002年,29,福井,私,福井商,公・実,,,,,,,
24,0,福井,2003年,29,福井商,公・実,福井,私,,,,,,,
24,0,福井,2004年,29,福井,私,若狭,公,,,,,,,
24,0,福井,2005年,29,福井商,公・実,福井,私,,,,,,,
24,0,福井,2006年,29,福井商,公・実,鯖江,公,,,,,,,
24,0,福井,2007年,29,福井商,公・実,福井工大福井,私,,,,,,,
24,0,福井,2008年,29,福井商,公・実,北陸,私,,,,,,,
24,0,福井,2009年,29,敦賀気比,私,北陸,私,,,,,,,
24,0,福井,2010年,29,福井商,公・実,福井工大福井,私,,,,,,,
24,0,福井,2011年,29,福井商,公・実,福井工大福井,私,,,,,,,
24,0,福井,2012年,30,福井工大福井,私,福井商,公・実,,,,,,,
24,0,福井,2013年,30,福井商,公・実,春江工（→坂井）,公・実,,,,,,,
24,0,福井,2014年,30,敦賀気比,私,福井工大福井,私,,,,,,,
24,0,福井,2015年,31,敦賀気比,私,福井工大福井,私,,,,,,,
24,0,福井,2016年,30,北陸,私,福井商,公・実,,,,,,,
24,0,福井,2017年,30,坂井,公・実,敦賀,公,,,,,,,
24,0,福井,2018年,30,敦賀気比,私,若狭,公,,,,,,,
24,0,福井,2019年,30,敦賀気比,私,丹生,公,,,,,,,
24,0,福井,2020年,30,敦賀気比,私,福井工大福井,私,,,,,独自大会,,
24,0,福井,2021年,30,敦賀気比,私,金津,公,,,,,,,
25,0,滋賀,1948年,17,彦根東（→彦根）,公,八幡商（→中央）,公・実,,,,,京津,×,
25,0,滋賀,1949年,11,中央(→八幡）,公,大津（→大津・大津東）,公,,,,,京津,×,
25,0,滋賀,1950年,14,八幡（→八幡・八幡商）,公,甲賀（→水口）,公,,,,,京津,×,
25,0,滋賀,1951年,13,八日市（→八日市・八日市南）,公,彦根（→彦根工・彦根西・彦根東）,公,,,,,京津,×,
25,0,滋賀,1952年,12,瀬田（→瀬田工）,公・実,大津東（→膳所）,公,,,,,京津,×,
25,0,滋賀,1953年,12,八日市,公,八幡,公,,,,,京津,八日市,
25,0,滋賀,1954年,11,大津東,公,甲賀,公,,,,,京津,×,
25,0,滋賀,1955年,13,八幡商,公・実,長浜西（→長浜北星）,公,,,,,京津,×,
25,0,滋賀,1956年,14,膳所,公,八幡商,公・実,,,,,京滋,×,
25,0,滋賀,1957年,15,膳所,公,八幡商,公・実,,,,,京滋,×,
25,0,滋賀,1958年,16,甲賀,公,膳所,公,,,,,なし,甲賀,
25,0,滋賀,1959年,16,八幡商,公・実,膳所,公,,,,,京滋,×,
25,0,滋賀,1960年,16,八幡商,公・実,日野,公,,,,,京滋,×,
25,0,滋賀,1961年,16,近江,私,長浜北,公,,,,,京滋,×,
25,0,滋賀,1962年,16,八幡商,公・実,大津商,公・実,,,,,京滋,×,
25,0,滋賀,1963年,17,長浜北,公,大津商,公・実,,,,,なし,長浜北,
25,0,滋賀,1964年,21,比叡山,私,八幡商,公・実,,,,,京滋,×,
25,0,滋賀,1965年,22,長浜北,公,甲賀,公,,,,,京滋,×,
25,0,滋賀,1966年,21,伊香,公,彦根東,公,,,,,京滋,×,
25,0,滋賀,1967年,22,守山,公,八幡商,公・実,,,,,京滋,守山,
25,0,滋賀,1968年,22,伊香,公,長浜北,公,,,,,なし,伊香,
25,0,滋賀,1969年,23,比叡山,私,大津商,公・実,,,,,京滋,×,
25,0,滋賀,1970年,23,比叡山,私,膳所,公,,,,,京滋,×,
25,0,滋賀,1971年,23,比叡山,私,守山,公,,,,,京滋,比叡山,
25,0,滋賀,1972年,22,膳所,公,伊香,公,,,,,京滋,膳所,
25,0,滋賀,1973年,22,伊香,公,八日市,公,,,,,なし,伊香,
25,0,滋賀,1974年,24,伊香,公,比叡山,私,,,,,△福滋２,×,
25,0,滋賀,1975年,27,伊香,公,高島,公,,,,,△福滋２,×,
25,0,滋賀,1976年,28,石山,公,能登川,公,,,,,福滋,×,
25,0,滋賀,1977年,27,比叡山,私,伊香,公,,,,,福滋,×,
25,0,滋賀,1978年,31,膳所,公,彦根東,公,,,,,以降１県１代表制,,
25,0,滋賀,1979年,32,比叡山,私,長浜北,公,,,,,,,
25,0,滋賀,1980年,32,瀬田工,公・実,比叡山,私,,,,,,,
25,0,滋賀,1981年,34,近江,私,比叡山,私,,,,,,,
25,0,滋賀,1982年,34,比叡山,私,栗東,公,,,,,,,
25,0,滋賀,1983年,40,比叡山,私,長浜北,公,,,,,,,
25,0,滋賀,1984年,43,長浜（→長浜北）,公,伊香,公,,,,,,,
25,0,滋賀,1985年,43,甲西,公,八幡商,公・実,,,,,,,
25,0,滋賀,1986年,43,甲西,公,伊香,公,,,,,,,
25,0,滋賀,1987年,44,伊香,公,野洲,公,,,,,,,
25,0,滋賀,1988年,45,八幡商,公・実,草津東,公,,,,,,,
25,0,滋賀,1989年,47,八幡商,公・実,近江,私,,,,,,,
25,0,滋賀,1990年,47,八幡商,公・実,彦根東,公,,,,,,,
25,0,滋賀,1991年,47,八幡商,公・実,石山,公,,,,,,,
25,0,滋賀,1992年,47,近江,私,比叡山,私,,,,,,,
25,0,滋賀,1993年,47,近江兄弟社,私,大津商,公・実,,,,,,,
25,0,滋賀,1994年,47,近江,私,長浜,公,,,,,,,
25,0,滋賀,1995年,47,比叡山,私,高島,公,,,,,,,
25,0,滋賀,1996年,48,近江,私,栗東,公,,,,,,,
25,0,滋賀,1997年,49,比叡山,私,八幡商,公・実,,,,,,,
25,0,滋賀,1998年,50,近江,私,北大津,公,,,,,,,
25,0,滋賀,1999年,52,比叡山,私,近江,私,,,,,,,
25,0,滋賀,2000年,52,八幡商,公・実,近江,私,,,,,,,
25,0,滋賀,2001年,52,近江,私,光泉,私,,,,,,,
25,0,滋賀,2002年,52,光泉,私,彦根工,公・実,,,,,,,
25,0,滋賀,2003年,52,近江,私,北大津,公,,,,,,,
25,0,滋賀,2004年,52,北大津,公,八日市南,公・実,,,,,,,
25,0,滋賀,2005年,52,近江,私,彦根東,公,,,,,,,
25,0,滋賀,2006年,52,八幡商,公・実,滋賀学園,私,,,,,,,
25,0,滋賀,2007年,52,近江,私,北大津,公,,,,,,,
25,0,滋賀,2008年,52,近江,私,綾羽,私,,,,,,,
25,0,滋賀,2009年,54,滋賀学園,私,近江,私,,,,,,,
25,0,滋賀,2010年,54,北大津,公,彦根東,公,,,,,,,
25,0,滋賀,2011年,54,八幡商,公・実,北大津,公,,,,,,,
25,0,滋賀,2012年,52,北大津,公,野洲,公,,,,,,,
25,0,滋賀,2013年,53,彦根東,公,近江兄弟社,私,,,,,,,
25,0,滋賀,2014年,52,近江,私,北大津,公,,,,,,,
25,0,滋賀,2015年,53,比叡山,私,近江,私,,,,,,,
25,0,滋賀,2016年,52,近江,私,高島,公,,,,,,,
25,0,滋賀,2017年,51,彦根東,公,近江,私,,,,,,,
25,0,滋賀,2018年,50,近江,私,綾羽,私,,,,,,,
25,0,滋賀,2019年,49,近江,私,光泉,私,,,,,,,
25,0,滋賀,2020年,49,近江,私,水口東,公,,,,,独自大会,,
25,0,滋賀,2021年,50,近江,私,立命館守山,私,,,,,,,
26,0,京都,1948年,31,西京商（→西京）,公・実,京都商（→京都先端科学大付）,私,,,,,京津,西京商,
26,0,京都,1949年,31,平安（→龍谷大平安）,私,西京（→西京商）,公,,,,,京津,平安,
26,0,京都,1950年,36,山城,公,伏見（→伏見工）,公,,,,,京津,山城,
26,0,京都,1951年,32,平安,私,山城,公,,,,,京津,平安,
26,0,京都,1952年,32,山城,公,立命館,私,,,,,京津,山城,
26,0,京都,1953年,33,西舞鶴,公,伏見,公,,,,,京津,×,
26,0,京都,1954年,34,平安,私,伏見,公,,,,,京津,平安,
26,0,京都,1955年,36,立命館,私,平安,私,,,,,京津,立命館,
26,0,京都,1956年,36,平安,私,花園,私,,,,,京滋,平安,
26,0,京都,1957年,38,平安,私,同志社,私,,,,,京滋,平安,
26,0,京都,1958年,39,平安,私,東山,私,,,,,なし,平安,
26,0,京都,1959年,39,平安,私,洛陽(→京都工学院）,公,,,,,京滋,平安,
26,0,京都,1960年,38,平安,私,同志社,私,,,,,京滋,平安,
26,0,京都,1961年,38,山城,公,宮津（→宮津天橋）,公,,,,,京滋,山城,
26,0,京都,1962年,38,平安,私,峰山,公,,,,,京滋,平安,
26,0,京都,1963年,40,京都商,私,福知山商（→福知山成美）,私,,,,,なし,京都商,
26,0,京都,1964年,43,平安,私,東山,私,,,,,京滋,平安,
26,0,京都,1965年,45,京都商,私,伏見工（→京都工学院）,公・実,,,,,京滋,京都商,
26,0,京都,1966年,45,平安,私,京都商,私,,,,,京滋,平安,
26,0,京都,1967年,45,平安,私,宮津,公,,,,,京滋,×,
26,0,京都,1968年,44,平安,私,東山,私,,,,,なし,平安,
26,0,京都,1969年,48,平安,私,同志社,私,,,,,京滋,平安,
26,0,京都,1970年,48,平安,私,京都商,私,,,,,京滋,平安,
26,0,京都,1971年,47,宮津,公,花園,私,,,,,京滋,×,
26,0,京都,1972年,48,西舞鶴,公,福知山商,私,,,,,京滋,×,
26,0,京都,1973年,48,京都商,私,東山,私,,,,,なし,京都商,
26,0,京都,1974年,49,平安,私,西京商（→西京）,公・実,,,,,以降１府１代表制,,
26,0,京都,1975年,53,桂,公,宮津,公,,,,,,,
26,0,京都,1976年,54,京都商,私,東宇治,公,,,,,,,
26,0,京都,1977年,56,京都商,私,福知山商,私,,,,,,,
26,0,京都,1978年,56,京都商,私,同志社,私,,,,,,,
26,0,京都,1979年,57,宇治（→立命館宇治）,私,峰山,公,,,,,,,
26,0,京都,1980年,61,東宇治,公,京都商,私,,,,,,,
26,0,京都,1981年,61,京都商,私,峰山,公,,,,,,,
26,0,京都,1982年,61,宇治,私,西京商,公・実,,,,,,,
26,0,京都,1983年,65,東山,私,花園,私,,,,,,,
26,0,京都,1984年,66,京都西（→京都外大西）,私,大谷,私,,,,,,,
